Pais,Categoria,Subcategoria,Limite,Estado,Titulo,Titulo 1,Titulo 2,Titulo 3,Titulo 4,Titulo 5,Titulo 6,Titulo 7,Titulo 8,Titulo 9,Titulo 10,Titulo 11,Titulo 12,Titulo 13,Titulo 14,Titulo 15,Titulo 16,Titulo 17,Titulo 18,Titulo 19,Titulo 20,Titulo 21,Titulo 22,Titulo 23,Titulo 24,Titulo 25
Austria,Arquitectura y Monumentos,Barroco,25,Completado,,Catedral de San Esteban de Viena,Palacio de Schönbrunn,Iglesia de los Capuchinos en Viena,Iglesia de San Carlos Borromeo en Viena,Monasterio de Melk,Iglesia de San Andrés en Salzburgo,Catedral de Salzburgo,Palacio de Belvedere en Viena,Iglesia de San Nicolás en Viena,Iglesia de San Francisco en Viena,Iglesia de Santa María del Monte en Viena,Iglesia de San Pedro en Viena,Iglesia de San Jorge en Viena,Iglesia de San Antonio en Viena,Iglesia de San Miguel en Viena,Iglesia de San Andrés en Graz,Catedral de Graz,Palacio de la Ciudad en Graz,Iglesia de San Nicolás en Graz,Iglesia de San Andrés en Innsbruck,Palacio de Ambras en Innsbruck,Iglesia de San Juan en Innsbruck,Iglesia de San Andrés en Linz,Catedral de Linz,Iglesia de San Juan Bautista en Eferding
Austria,Arquitectura y Monumentos,Rococó,25,Completado,,Schloss Schönbrunn,Pfarrkirche St. Michael in Wien,Kirche St. Stephen (Stephansdom) - Restauraciones rococó,Schloss Belvedere,Stift Melk,Schloss Esterházy,Kirche St. Anna im Hügel,Pfarrkirche St. Veit am Walde,Schloss Hof,Kirche St. Martin in Mautern,"Schloss Nikolsburg (en territorio austríaco, actual República Checa, pero con influencia rococó austríaca)",Stadtpfarrkirche St. Martin in Eisenstadt,Schloss Finkenstein,Schloss Schlossberg (Bregenz),Kirche St. Georgen im Schwarzenwald (con influencias rococó austríacas),Schloss Hohenburg,Schloss Neugebäude,Pfarrkirche St. Florian,Schloss Laxenburg,Kirche St. Georgen im Attergau,Schloss Geras,Schloss Trautenfels,Schloss Schlossberg (Innsbruck),Schloss Neuberg,Schloss Hohenburg (Salzburg)
Austria,Arquitectura y Monumentos,Neoclasicismo,25,Completado,,Palacio de Schönbrunn,Templo de la Victoria (Viktoria-Statue) en el Tiergarten Schönbrunn,Catedral de San Esteban (Stephansdom) - remodelaciones neoclásicas,Teatro de la Ópera de Viena (Wiener Staatsoper),Arco de Triunfo de Viena (Triumphbogen),Palacio de Belvedere (parte neoclásica),Templo de la Paz (Friedenskirche) en Viena,Museo de Historia del Arte (Kunsthistorisches Museum) - fachada neoclásica,Casa de los Habsburgo en el Palacio de Hofburg (reformas neoclásicas),Catedral de San Carlos Borromeo en Innsbruck (reforma neoclásica),Palacio de Ambras en Innsbruck (reformas neoclásicas),Teatro de la Ópera de Graz,Catedral de San Andrés en Salzburgo (reformas neoclásicas),Palacio de la Cámara de los Diputados en Viena,Monumento a Francisco I en Viena,Palacio de la Asamblea Nacional en Viena,Templo de la Justicia en Viena,Casa de la Compañía de Jesús en Viena (reforma neoclásica),Catedral de San Juan en Linz (reforma neoclásica),Palacio de la Cámara de Comercio en Viena,Teatro de la Ópera de Linz,Palacio de la Cámara de los Comunes en Viena,Catedral de San Esteban en Graz (reformas neoclásicas),Monumento a la Libertad en Viena,Palacio de la Cámara de los Consejeros en Viena
Austria,Arquitectura y Monumentos,Romanticismo,25,Completado,,Castillo de Schönbrunn,Catedral de San Esteban de Viena,Palacio de Belvedere,Teatro de la Ópera de Viena,Arco de Triunfo de Viena,Casa de los Habsburgo (Schloss Hof),Monumento a los Héroes de la Guerra de Independencia en Viena,Iglesia de San Nicolás en Viena,Catedral de San Andrés en Salzburgo,Castillo de Hohenwerfen,Castillo de Neuschwanstein (influencia romántica en Austria),Palacio de Mirabell en Salzburgo,Iglesia de San Pedro en el Monte de Salzburgo,Castillo de Schloss Esterházy,Castillo de Fischamend,Castillo de Schloss Hohenburg,Monumento a la Libertad en Graz,Catedral de San Vito en Innsbruck,Arco de Triunfo de Innsbruck,Castillo de Schloss Ambras,Iglesia de San Miguel en Linz,Monumento a la Memoria de los Caídos en la Primera Guerra Mundial en Viena,Palacio de la Ciudad de Graz,Iglesia de San Juan en Klagenfurt,Castillo de Schloss Hof
Austria,Arquitectura y Monumentos,Realismo,25,Completado,,Palacio de Schönbrunn,Catedral de San Esteban de Viena,Arco de Triunfo de Viena,Teatro Nacional de Viena,Palacio de Belvedere,Museo de Historia del Arte de Viena,Casa de la Ciudad de Viena (Rathaus),Iglesia de San Carlos Borromeo,Monumento a los Héroes de la Guerra de Independencia en Viena,Puente de las Armas (Brücke der Armeen),Palacio de las Naciones en Viena,Iglesia de San Nicolás de Viena,Monumento a la Victoria en Viena,Casa de la Ópera de Viena,Museo de la Historia de Austria,Palacio de la Cámara de los Diputados,Monumento a la Paz en Viena,Iglesia de San Pedro en el Río,Palacio de las Artes y las Ciencias,Monumento a los Caídos de la Primera Guerra Mundial,Catedral de San Juan de Kufstein,Castillo de Schloss Hof,Monumento a la Unidad de Austria,Palacio de la Música en Viena,Iglesia de San Andrés de Salzburgo
Austria,Arquitectura y Monumentos,Impresionismo y Post-Impresionismo,25,Completado,,Palacio de Schönbrunn,Catedral de San Esteban de Viena,Villa Tugendhat,Hofburg (Palacio Imperial),Casa del Arquitecto (Villa Müller),Museo de Arte Moderno de Viena (MAK),Estación de Ferrocarril de Viena Hauptbahnhof,Casa de la Ópera de Viena (Wiener Staatsoper),Casa del Arquitecto (Villa Loebl),Palacio de Belvedere,Museo de la Ciudad de Viena (Wiener Stadt Museum),Catedral de San Nicolás de Melk,Castillo de Schloss Hof,Catedral de San Andrés de Innsbruck,Casa de la Arquitectura (Villa Mairegger),Museo de Artes y Oficios de Salzburgo,Castillo de Hohenwerfen,Catedral de San Andrés de Graz,Casa de la Cultura de Linz,Museo de Artes Aplicadas de Viena,Palacio de la Ópera de Graz,Casa de la Arquitectura (Villa Krumpholz),Monumento a los Caídos de la Primera Guerra Mundial en Viena,Casa del Arquitecto (Villa Hölzl),Catedral de San Pedro de St. Pölten
Austria,Arquitectura y Monumentos,Modernismo,25,Completado,,Palacio de la Ópera de Viena,Villa Tugendhat,Haus am Lichtenberg,Casa del Arquitecto (Architekturhaus) en Viena,Sede de la ONU en Viena (Palacio de las Naciones),Casa de los Gómez (Götz-Haus),Edificio de la Casa de la Cultura en Linz,Casa de los Trabajadores de Graz,Casa de la Comunidad en Salzburgo,Casa de la Familia en Innsbruck,Edificio del Museo de Arte Moderno de Viena (MAK),Casa de la Arquitectura en Viena (Architekturzentrum Wien),Casa de la Luz en Viena,Edificio del Centro de Investigación y Desarrollo de Viena,Casa de la Música en Viena,Edificio del Instituto de Arquitectura de la Universidad Técnica de Viena,Casa de la Ciudad en Viena,Edificio del Teatro de la Ópera de Viena (reconstrucción modernista),Casa de la Escuela de Arquitectura de Viena,Casa de la Comunicación en Viena,Edificio del Centro de Innovación Urbana en Viena,Casa de la Tecnología en Viena,Casa de la Sostenibilidad en Viena,Edificio del Centro de Arte Contemporáneo en Viena,Casa del Futuro en Viena
Austria,Arquitectura y Monumentos,Vanguardias,25,Completado,,Palacio de Schönbrunn,Catedral de San Esteban de Viena,Hofburg (Residencia Imperial),Museo de Belvedere,La Casa del Arquitecto (Villa Tugendhat) en Brno,Gemeindeamt (Edificio del Ayuntamiento) en Viena,La Estación Central de Viena (Wien Hauptbahnhof),El Palacio de las Naciones (Palais des Nations) en Viena,La Casa del Pueblo (Volksbühne) en Viena,El Teatro de la Ópera de Viena (Wiener Staatsoper),La Torre de la Ciudad (Stadtturm) en Graz,La Catedral de Graz (St. Andrew's Cathedral),El Palacio de la Cultura (Kulturpalast) en Graz,La Casa de los Músicos (Musikantenhaus) en Salzburgo,El Castillo de Hohenwerfen,El Palacio de la Ciudad de Linz,La Estación de Ferrocarril de Linz,El Centro de Arte Contemporánea de Linz (Ars Electronica Center),La Iglesia de San Nicolás en Innsbruck,El Palacio de las Artes (Palais der Kunst) en Innsbruck,La Casa de los Artesanos (Handwerkerhaus) en Salzburgo,La Estación de Ferrocarril de Salzburgo,El Monumento a los Caídos de la Primera Guerra Mundial en Viena,La Estación de Ferrocarril de Viena Südbahnhof,La Casa del Arquitecto (Haus am Längenfeldgasse) en Viena
Austria,Arquitectura y Monumentos,Arte Moderno y Contemporáneo,25,Completado,,Villa Tugendhat,Haus am Lützowplatz,Südtiroler Platz Housing Complex,Museum of Modern Art (Kunsthalle Wien),Danube Tower (Donauturm),Vienna International Airport Terminal,Haus der Musik,The New Austrian Parliament Building (extension by Hans Hollein),Kunstforum Wien,MuseumsQuartier (MQ),Stadthalle Vienna,Festspielhaus at the Wiener Festwochen,The Austrian National Library Expansion by Carlo Scarpa,The Austrian Pavilion at Expo 2000 (Hanover),The Postsparkasse Building by Adolf Loos,The Austrian National Library (new wing by Rainer G. Rümmler),The Vienna City Hall Extension by Coop Himmelb(l)au,The Austrian Cultural Forum in New York (design by Peter Cook),The Klangraum at the University of Applied Arts Vienna,The Austrian Pavilion at the Venice Biennale (various editions),The Austrian Embassy in Berlin (by Gerhard Richter and others),The Vienna Woods House by Diener & Diener,The Stadtbahn Station at Karlsplatz by Otto Wagner,The Austrian National Library's Central Reading Room (reconstruction by Hans Hollein),The Austrian National Library's New Media Center by COOP HIMMELB(L)AU
Holanda,Pintura,Antigüedad (Romana/Griega),25,Completado,,La escuela de Atenas,La Venus de Milo,El nacimiento de Venus,La cabeza de Medusa,El triunfo de la muerte,La batalla de los centauros y los lapitas,El juicio de Paris,La victoria de Samotracia,El dios del vino,La musa Calíope,El hermoso joven,El joven con el cáliz,La copa de Dionisio,La danza de las musas,La escena del templo,El sacrificio de Ifigenia,El retorno de Odiseo,La cacería de Cérbero,La estatua de Zeus en Olimpia,La guerra de Troya,La lucha entre Heracles y Anteo,La visión de Hipócrates,La escultura de Apolo,La sibila de Delfos,El sacrificio de Ganimedes
Holanda,Pintura,Arte Medieval (Románico),25,Completado,,La Adoración de los Magos,El Juicio Final (detalle del altar de la iglesia de Sint-Maartensdijk),La Virgen y el Niño con santos,San Juan Bautista en el desierto,Cristo en la cruz con la Virgen y San Juan,La Anunciación,La Resurrección de Lázaro,San Jorge y el dragón,La Virgen del Pilar,El Martirio de San Esteban,La Transfiguración de Cristo,San Pedro y San Pablo,El Nacimiento de la Virgen,La Visitación,El Martirio de San Sebastián,La Crucifixión con la Virgen y San Juan,La Virgen de la Candelaria,San Nicolás de Bari,La Virgen de la Misericordia,El Ángel Gabriel,La Coronación de la Virgen,La Asunción de la Virgen,San Martín dividendo su manto,El Calvario,La Última Cena
Holanda,Pintura,Arte Medieval (Gótico),25,Completado,,El Retablo de la Virgen del Altar Mayor (Triptych of the Virgin and Child with Saints),La Adoración de los Reyes Magos por Hugo van der Goes,El Retablo de la Virgen de Delft por Rogier van der Weyden,La Virgen y el Niño con ángeles por Hans Memling,La Asunción de la Virgen por Rogier van der Weyden,"El Juicio Final en el altar mayor de la Iglesia de Sint-Pieterskerk, Leiden",La Anunciación por Jan van Eyck (versión holandesa),La Virgen del Cordero Místico por Hugo van der Goes,"El Retablo de la Virgen de la Iglesia de Sint-Janskerk, Gouda",La Crucifixión por Rogier van der Weyden,La Virgen de la Silla por Hans Memling,La Adoración de los Magos por Hieronymus Bosch (temprano),"El Retablo de la Virgen de la Iglesia de Sint-Maartenskerk, Utrecht",La Virgen y el Niño con San Juan Bautista por Petrus Christus,La Virgen de la Rosa por Rogier van der Weyden,La Crucifixión de Cristo por Dirk Bouts,"El Retablo de la Virgen de la Iglesia de Sint-Janskerk, Leiden",La Virgen del Rosario por Hans Memling,La Adoración de los Magos por Hugo van der Goes,"El Retablo de la Virgen de la Iglesia de Sint-Maartenskerk, Utrecht",La Virgen y el Niño con ángeles por Rogier van der Weyden,La Crucifixión por Dirk Bouts,La Virgen de la Silla por Hans Memling,La Adoración de los Reyes Magos por Jan van Eyck,"El Juicio Final en el altar mayor de la Iglesia de Sint-Pieterskerk, Leiden"
Holanda,Pintura,Renacimiento,25,Completado,,Las Meninas,La joven de la perla,El jardín de las delicias,La lección de anatomía del doctor Tulp,La rendición de Breda,La música de las mujeres,El retrato de un hombre con sombrero rojo,La mujer con el collar de perlas,El cuarto de baño,El músico en el balcón,La familia de Jan Brueghel,La cena en Emaús,La joven con el anillo de oro,El cuadro de los tres reyes,La casa de la vaca,El regreso del hijo pródigo,La joven de la cesta,El jardín de las delicias (detalle),La fiesta de San Juan,El retrato de un niño con una flor,El comerciante de cuadros,El retrato de un hombre con sombrero de copa,La danza de los locos,El baño de Salomé,La visita al médico
Holanda,Pintura,Manierismo,25,Completado,,La noche de San Bartolomé,El jardín de las delicias,El triunfo de la muerte,La danza de los niños,La muerte de Adán,El juicio final,La creación de Adán,El paraíso terrenal,El retorno del hijo pródigo,La tentación de San Antonio,La visita de la Virgen a Isabel,La Virgen y el niño con san Juan,La adoración de los magos,La crucifixión,La resurrección de Lázaro,La flagelación de Cristo,La unción de Cristo,La aparición de Cristo a sus discípulos,La última cena,La presentación en el templo,El martirio de san Sebastián,La muerte de la Virgen,La asunción de la Virgen,La visita de la reina de Saba,La escena del sacrificio de Isaac
Holanda,Pintura,Barroco,25,Completado,,Las Meninas,Guernica,La joven de la perla,La lección de anatomía del doctor Tulp,El jardín de las delicias,El grito,El beso,La noche estrellada,La última cena,La persistencia de la memoria,El jardín de las delicias,La rendición de Breda,La joven con el collar de perlas,El músico ciego,El hombre con el anillo de oro,La lección de música,La casa de la muerte,La fiesta de San Nicolás,El retorno del hijo pródigo,El baño de Diana,El río en el bosque,La familia de Jan Brueghel,El triunfo de la muerte,La cacería de ciervos,La visita de la virgen
Holanda,Pintura,Rococó,25,Completado,,El baile de la maja,La joven con el perrito,El jardín de las delicias,La lección de anatomía del doctor Tulp,La joven de la perla,Las meninas,El jardín de las delicias,La rendición de Breda,La mujer con el collar de perlas,La joven con el cinturón rojo,El músico de flauta,El retrato de un hombre con sombrero,La casa de la bruja,El pescador de la playa,La joven con el abanico,La fiesta de los dioses,El paseo en el parque,La lección de música,El jardín de las delicias,El hombre con el sombrero rojo,La mujer en el espejo,La cena en Emaús,La muerte de Sardanápalo,El sueño de la razón produce monstruos,El gran teatro de la vida
Holanda,Pintura,Neoclasicismo,25,Completado,,La carga de los húsares en la batalla de Austerlitz,El juramento del Horatios,La muerte de Marat,El triunfo de la virtud,La joven con el cinturón de oro,La cena de los cinco hermanos,El sacrificio de Ifigenia,La vuelta de los prusianos,El retorno de los soldados,La escena de la guerra de los treinta años,El castigo de Tántalo,La batalla de las estrellas,El sacrificio de Isaac,La fiesta de la primavera,El encuentro de los guerreros,La batalla de las tres naciones,La muerte de Sócrates,La batalla de las aguas,La escena del juicio final,El nacimiento de Venus,La batalla de los cien mil hombres,El sacrificio de la virgen,La carga del regimiento de caballería,La escena del martirio de San Sebastián,La batalla de los caballeros
Holanda,Pintura,Romanticismo,25,Completado,,La noche estrellada,El grito,La entrada del sol en el mar,El camino de los peregrinos,El viento del norte,El puente sobre el río,El atardecer en el bosque,La tormenta sobre el mar,El viaje del alma,El crepúsculo del otoño,El lago de las sombras,La luna sobre el pantano,El camino del destino,El sol de invierno,El reflejo del cielo,El silencio del bosque,El último rayo de luz,El susurro del viento,El cielo en llamas,El espejo del agua,La aurora sobre el campo,El misterio del valle,El viaje del espíritu,El canto del viento,El fuego del horizonte
Holanda,Pintura,Realismo,25,Completado,,La lección de anatomía del doctor Tulp,El jardín de las delicias,La joven de la perla,La niña con el collar de perlas,El hombre con el círculo,La joven con el turbante,El músico de la flauta,El retrato de un joven,La mujer en el baño,La lectura de una carta,El hombre con el sombrero rojo,La familia de Jan Six,La mujer con el espejo,El músico de la vihuela,El retrato de un anciano,La joven con el candelabro,El retrato de un músico,El hombre con el sombrero de copa,La joven con el velo,El hombre con el cinturón de cuero,La joven con el libro,El retrato de un comerciante,La mujer en el espejo,El músico de la lira,El retrato de una dama
